admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ar,admin3AltName2_ar,admin2Name_en,admin2Name_ar,admin2Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
Beit Lahia,بيت لهيا,55127,Beit Lahia,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aarab Tabbaya,مزرعة عرب  طبَايا,61483,Aarab Tabbaya,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sarba En-Nabatieh,صربا النبطية,71236,Sarba En-Nabatieh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat 'Mseileh,المصيلح,61469,Mazraat Mseileh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Houmine Et-Tahta,حومين التحتا,71266,Houmine Et-Tahta,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aadoussiyeh,عدّوسية,61466,Aadoussiyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Loussa,لوسيا,52141,Loussa,,,,,West Bekaa,البقاع الغربي,LB24,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Aarab Soukkar,مزرعة عرب سكر,61486,Mazraat Aarab Soukkar,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,63002,Litige,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aarab Ej-Jall,مزرعة عرب الجل,61487,Aarab Ej-Jall,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mlikh,مليخ,63315,Mlikh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Maydoun,ميدون,52287,Maydoun,,,,,West Bekaa,البقاع الغربي,LB24,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hajjeh,حجة,61471,Hajjeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bissariyeh,بيسارية,61453,Bissariyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Qana,عين قانا,71226,Aain Qana,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khirbet El-Bassal,خربة البصل,61467,Khirbet El-Bassal,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mzaraat El-Khreibeh,مزرعة الخريبة,71241,Mzaraat El-Khreibeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khzaiz,خزيز,61474,Khzaiz,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Bou Souar,مزرعة عين بوسوار,71216,Aain Bou Souar,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tannoura,تنورة,55131,Tannoura,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Rouha,عين حرشة,55147,Aain Rouha,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Marj Ez-Zouhour (Haouch El-Qinnaabeh),مرج الزهور الدنيبة,74131,Marj Ez-Zouhour (Haouch El-Qinnaabeh),,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Merouaniyeh,مروانية,61463,Merouaniyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sarafand,صرفند,61449,Sarafand,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Louayzet Jezzine,لويزة جزين,63331,Louayzet Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,55007,Litige,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Daraya,داريا جزين,63378,Mazraat Daraya,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,55008,Litige,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Roumine,رومين,71261,Roumine,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaramta,عرمتى,63311,Aaramta,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Erkay,اركي,61479,Erkay,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,63003,Litige,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat 'Snaiber,مزرعة سنيبر,61457,Mazraat Snaiber,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfayr Ez-Zait,كفير الزيت,74175,Kfayr Ez-Zait,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hasbaiya,حاصبيّا,74111,Hasbaiya,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zilaya,زلايا,52284,Zilaya,,,,,West Bekaa,البقاع الغربي,LB24,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jarjouaa,جرجوع,71231,Jarjouaa,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aazzi,عزه,71271,Aazzi,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Meimes,ميمس,74128,Meimes,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat,مزرعة عقماتا ,63323,Mazraat,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,61001,Litige,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zefta,زفتا,71281,Zefta,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tebna,تبنا,61456,Tebna,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Aata,عين عطا,55171,Aain Aata,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Houmine El-Faouqa,حومين الفوقا,71246,Houmine El-Faouqa,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Teffahta,تفاحتا,61459,Teffahta,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bfaroueh,كفروة أو بفروة,71276,Bfaroueh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qaaqaiyet Es-Snaoubar,قعقعية الصنوبر,61451,Qaaqaiyet Es-Snaoubar,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,55009,Litige,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hmaileh,حميلة,71251,Hmaileh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Rihane Jezzine,ريحانة جزين,63319,Rihane Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qelaya,قلايا,52291,Qelaya,,,,,West Bekaa,البقاع الغربي,LB24,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qatrani,قطراني,63327,Qatrani,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Saksakiyeh,سكسكية,61461,Saksakiyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sehjoud,سجد,63351,Sehjoud,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khirbet Ed-Douair Saida,خربة الدوير صيدا,61443,Khirbet Ed-Douair Saida,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Srayri,سريرة,63298,Srayri,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir Ez-Zahrani,دير الزهراني,71311,Deir Ez-Zahrani,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Qrouh,قروح,63339,Mazraat Qrouh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,55010,Litige,,,,,Rachaya,راشيا,LB23,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Daoudiyeh,الداودية,61441,Daoudiyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aarab Salim,عرب صاليم,71256,Aarab Salim,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat El-Bayad En-Nabatieh,مزرعة البياض,71314,Mazraat El-Bayad En-Nabatieh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chbail,شبيل,63347,Chbail,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Loubieh,لوبية,61439,Loubieh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kaoutariyet Es-Siyad,كوثرية السياد,61454,Kaoutariyet Es-Siyad,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nmairiyeh,نميرية,71327,Nmairiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Babliyeh,بابلية,61444,Babliyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dellafeh,دلافة,74179,Dellafeh,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Khallet Khazen,خلة خازن,63335,Mazraat Khallet Khazen,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aadloun,عدلون,61434,Aadloun,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Zighrine Jezzine,زغرين جزين,63343,Mazraat Zighrine Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Insariyeh,إنصارية,61436,Insariyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ghassaniyeh,غسانية,61447,Ghassaniyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Roummane,كفر رمان,71133,Kfar Roummane,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfour En-Nabatieh,الكفور النبطية,71177,Kfour En-Nabatieh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Charqiyeh,شرقية,71321,Charqiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bourghos,برغز,74155,Bourghos,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khalouet Hasbaiya,خلوات حاصبيّا,74168,Khalouet Hasbaiya,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaychiyeh,عيشية,63355,Aaychiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Louzid (Louayziyeh),مزرعة لوزيد ,63348,Mazraat Louzid (Louayziyeh),,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Habbouch En-Nabatiyeh,حبوش ,71155,Habbouch En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khartoum,خرطوم,61446,Khartoum,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat El-Aarqoub,مزرعة العرقوب,63367,Mazraat El-Aarqoub,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kaoukaba Hasbaiya,كوكبا حاصبيّا,74133,Kaoukaba Hasbaiya,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Deir Taqla,دير تقلا,61431,Mazraat Deir Taqla,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Qinia,عين قنيا,74126,Aain Qinia,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouardiyeh,وردية,63363,Ouardiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Sinai,مزرعة سيناي,61437,Mazraat Sinai,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ansar,إنصار,71361,Ansar,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Bsaffour,مزرعة بصفُور,71386,Mazraat Bsaffour,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Kfarjaouz,مزرعة كفر جوز,71117,Mazraat Kfarjaouz,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Douair En-Nabatiyeh,الدوير النبطية,71334,Douair En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Toul,تول,71324,Toul,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Oussamiyat,الاوساميات,61433,Mazraat Oussamiyat,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Sari,ساري,61429,Mazraat Sari,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Blat Marjaayoun,بلاط مرجعيون,73135,Blat Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat El-Mhaydaleh,المحيدلة,61424,Mazraat El-Mhaydaleh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chouaya Hasbaiya,شويّا ,74124,Chouaya Hasbaiya,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Maraat Ouazaiyeh,اوزاعية,63359,Maraat Ouazaiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jarmaq,الجرمق,63375,Jarmaq,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hartiyeh,حارتية,61423,Hartiyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nabatieh Et-Tahta,نبطية التحتا,71111,Nabatieh Et-Tahta,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Chalbaal,مزرعة شلبعل,71341,Mazraat Chalbaal,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mahmoudiyeh Jezzine,محمودية جزين,63371,Mahmoudiyeh Jezzine,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zibdine En-Nabatiyeh,زبدين النبطية,71122,Zibdine En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Abou Qamha,أبو قمحة,74112,Abou Qamha,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Harouf En-Nabatiyeh,حروف,71331,Harouf En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Jarfa,عين جرفا,74114,Aain Jarfa,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Kaoutariyet Er-Riz,مزرعة كوثرية الرز,61426,Mazraat Kaoutariyet Er-Riz,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hebbariyeh,هبّارية,74122,Hebbariyeh,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Boueyda Marjaayoun,بويضة مرجعيون,73116,Boueyda Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Dmoul,مزرعة دمول,71357,Mazraat Dmoul,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chebaa,شبعا,74130,Chebaa,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Demachqiyeh,دمشقية,63379,Demachqiyeh,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat El Yahoudiyeh (Aaitaniyeh),مزرعة العيتانية,61412,Mazraat El Yahoudiyeh (Aaitaniyeh),,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Kfar Beda,كفر بدَه,61418,Mazraat Kfar Beda,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jibchit,جبشيت,71337,Jibchit,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Fardis Hasbaiya,الفرديس,74116,Fardis Hasbaiya,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nabatiyeh El-Faouka,نبطية الفوقا,71113,Nabatiyeh El-Faouka,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Jamjim,مزرعة جمجيم,61421,Mazraat Jamjim,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ibl Es-Saqi,إبل السقي,73127,Ibl Es-Saqi,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khayayeb Saida,الخرائب صيدا,61419,Khayayeb Saida,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dibbine,دبين,73119,Dibbine,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aabba,عبا,71351,Aabba,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aali Et-Taher,علي الطاهر,71115,Aali Et-Taher,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zrariyeh,زرارية,61427,Zrariyeh,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Marjaayoun,مرجعيون,73111,Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Tibnit,كفر تبنيت,71166,Kfar Tibnit,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Qalaat El-Meis,مزرعة قلعة ميس,71384,Mazraat Qalaat El-Meis,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Rachaiya El-Foukhar,راشيّا الفخار,74118,Rachaiya El-Foukhar,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mzaraat El-Ouasta,مزرعة الواسطة,61414,Mzaraat El-Ouasta,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Choukine,شوكين,71144,Choukine,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Tamra,مزرعة طمره,63383,Mazraat Tamra,,,,,Jezzine,جزين,LB62,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mayfadoun,ميفدون,71344,Mayfadoun,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aadchit Ech-Chqif,عدشيت الشقيف,71347,Aadchit Ech-Chqif,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Braiqeaa,بريقع,71387,Braiqeaa,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Doumiat,مزرعة دمياط,73143,Mazraat Doumiat,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Arnoun,أرنون,71377,Arnoun,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Arzai,أرزي,61417,Arzai,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Djal En-Nabatiyeh,كفردجال,71354,Kfar Djal En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qlaiaa,قليعة,73151,Qlaiaa,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Hamam,كفرحمام,74120,Kfar Hamam,,,,,Hasbaya,حاصبيا,LB42,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khiyam Marjaayoun,الخيام,73159,Khiyam Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qsaibet En-Nabatiyeh,قصيبة النبطية,71374,Qsaibet En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Matariyet Ech-Choumar,مطرية الشومر,61415,Matariyet Ech-Choumar,,,,,Saida,صيدا,LB61,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qaaqaaiyet Ej-Jisr,قعقعية الجسر,71381,Qaaqaaiyet Ej-Jisr,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Abou Abdallah,عين أبو عبدالله,62291,Aain Abou Abdallah,,,,,Sour,صور,LB63,South,الجنوب,LB6,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
